label,text
0,WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!
0,New Law Makes it Illegal to Shower and Do Laundry on Same Day
0,BREAKING: Laura Ingraham Just Fired!!
0,JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!
0,BREAKING: Hilary Clinton Filed For Divorce In New York Courts!
0,Frequently Asked Questions
0,"South African firm ordered to lay off 3,389 white employees"
0,Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country
0,A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her
0,IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan
0,Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book
0,"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana"
0,JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts
0,President Trump Just Saved Christmas For 13 Million Retirees
0,CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT
0,FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS
0,Fox News accidentally puts up a poll graphic that shows how they are the least trusted network
0,'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive)
0,"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy"
0,Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death
0,OBAMA’S PRIVATE ‘SECURITY’ COMPANY SETS UP MASSIVE CAMPS OUTSIDE 3 MAJOR CITIES
0,USDA approves slaughterhouses producing horse meat for human consumption
0,Delta Force Raids Obama Stronghold in Thailand
0, accessed Aug 11
0,Bowe Bergdahl wanders off during court-martial — Duffel Blog
0,Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal
0,"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’"
0,BREAKING: Supreme Court Sides With Trump–This Changes Everything!
0,"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition"
0,International Arrest Warrant Issued for George Soros
0,George H.W. Bush has died at 94 – New York
0,Keanu on Trump travel ban: 'just terrible'
0, Wake Up America
0,Account Suspended
0,Police Discover Meth Lab In Back Room of Alabama Walmart
0,Florida passes bill legalizing recreational use of marijuana
0,Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting
0,Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers
0,Rubio: “Rape Victims Should Be In Custody If There Is Suspicion That They’re Planning Abortion”
0,Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem
0,Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union
0,WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!
0,"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”"
0,BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump
0,"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever."
0,BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia
0,Who is affected by the government shutdown?
0,Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers
0,ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP
0,Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”
0,Account Suspended
